Pokedex_number,Name,Abilities,Against_normal,Against_fire,Against_water,Against_electric,Against_grass,Against_ice,Against_fighting,Against_poison,Against_ground,Against_flying,Against_psychic,Against_bug,Against_rock,Against_ghost,Against_dragon,Against_dark,Against_steel,Against_fairy,Against_All Concat,Type_1,Type_2,Base_total,HP,Attack,Defense,Sp_attack,Sp_defense,Speed,Height_m,Weight_kg,Capture_rate,Generation
580,Ducklett,"Keen Eye, Big Pecks, Hydration",1,0.5,0.5,4,1,1,0.5,1,0,1,1,0.5,2,1,1,1,0.5,1,"1,0.5,0.5,4,1,1,0.5,1,0,1,1,0.5,2,1,1,1,0.5,1",water,flying,305,62,44,50,44,50,55,0.5,5.5,190,5
581,Swanna,"Keen Eye, Big Pecks, Hydration",1,0.5,0.5,4,1,1,0.5,1,0,1,1,0.5,2,1,1,1,0.5,1,"1,0.5,0.5,4,1,1,0.5,1,0,1,1,0.5,2,1,1,1,0.5,1",water,flying,473,75,87,63,87,63,98,1.3,24.2,45,5
582,Vanillite,"Ice Body, Snow Cloak, Weak Armor",1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1,"1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1",ice,,305,36,50,50,65,60,44,0.4,5.7,255,5
583,Vanillish,"Ice Body, Snow Cloak, Weak Armor",1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1,"1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1",ice,,395,51,65,65,80,75,59,1.1,41,120,5
584,Vanilluxe,"Ice Body, Snow Warning, Weak Armor",1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1,"1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1",ice,,535,71,95,85,110,95,79,1.3,57.5,45,5
585,Deerling,"Chlorophyll, Sap Sipper, Serene Grace",1,2,0.5,0.5,0.5,2,2,2,0.5,2,1,2,1,0,1,1,1,1,"1,2,0.5,0.5,0.5,2,2,2,0.5,2,1,2,1,0,1,1,1,1",normal,grass,335,60,60,50,40,50,75,0.6,19.5,190,5
586,Sawsbuck,"Chlorophyll, Sap Sipper, Serene Grace",1,2,0.5,0.5,0.5,2,2,2,0.5,2,1,2,1,0,1,1,1,1,"1,2,0.5,0.5,0.5,2,2,2,0.5,2,1,2,1,0,1,1,1,1",normal,grass,475,80,100,70,60,70,95,1.9,92.5,75,5
587,Emolga,"Static, Motor Drive",1,1,1,1,0.5,2,0.5,1,0,0.5,1,0.5,2,1,1,1,0.5,1,"1,1,1,1,0.5,2,0.5,1,0,0.5,1,0.5,2,1,1,1,0.5,1",electric,flying,428,55,75,60,75,60,103,0.4,5,200,5
588,Karrablast,"Swarm, Shed Skin, No Guard",1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1,"1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1",bug,,315,50,75,45,40,45,60,0.5,5.9,200,5
589,Escavalier,"Swarm, Shell Armor, Overcoat",0.5,4,1,1,0.25,0.5,1,0,1,1,0.5,0.5,1,1,0.5,1,0.5,0.5,"0.5,4,1,1,0.25,0.5,1,0,1,1,0.5,0.5,1,1,0.5,1,0.5,0.5",bug,steel,495,70,135,105,60,105,20,1,33,75,5
590,Foongus,"Effect Spore, Regenerator",1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5,"1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5",grass,poison,294,69,55,45,55,55,15,0.2,1,190,5
591,Amoonguss,"Effect Spore, Regenerator",1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5,"1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5",grass,poison,464,114,85,70,85,80,30,0.6,10.5,75,5
592,Frillish,"Water Absorb, Cursed Body, Damp",0,0.5,0.5,2,2,0.5,0,0.5,1,1,1,0.5,1,2,1,2,0.5,1,"0,0.5,0.5,2,2,0.5,0,0.5,1,1,1,0.5,1,2,1,2,0.5,1",water,ghost,335,55,40,50,65,85,40,1.2,33,190,5
593,Jellicent,"Water Absorb, Cursed Body, Damp",0,0.5,0.5,2,2,0.5,0,0.5,1,1,1,0.5,1,2,1,2,0.5,1,"0,0.5,0.5,2,2,0.5,0,0.5,1,1,1,0.5,1,2,1,2,0.5,1",water,ghost,480,100,60,70,85,105,60,2.2,135,60,5
594,Alomomola,"Healer, Hydration, Regenerator",1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,"1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1",water,,470,165,75,80,40,45,65,1.2,31.6,75,5
595,Joltik,"Compoundeyes, Unnerve, Swarm",1,2,1,0.5,0.5,1,0.5,1,1,1,1,1,2,1,1,1,0.5,1,"1,2,1,0.5,0.5,1,0.5,1,1,1,1,1,2,1,1,1,0.5,1",bug,electric,319,50,47,50,57,50,65,0.1,0.6,190,5
596,Galvantula,"Compoundeyes, Unnerve, Swarm",1,2,1,0.5,0.5,1,0.5,1,1,1,1,1,2,1,1,1,0.5,1,"1,2,1,0.5,0.5,1,0.5,1,1,1,1,1,2,1,1,1,0.5,1",bug,electric,472,70,77,60,97,60,108,0.8,14.3,75,5
597,Ferroseed,Iron Barbs,0.5,4,0.5,0.5,0.25,1,2,0,1,1,0.5,1,0.5,1,0.5,1,0.5,0.5,"0.5,4,0.5,0.5,0.25,1,2,0,1,1,0.5,1,0.5,1,0.5,1,0.5,0.5",grass,steel,305,44,50,91,24,86,10,0.6,18.8,255,5
598,Ferrothorn,"Iron Barbs, Anticipation",0.5,4,0.5,0.5,0.25,1,2,0,1,1,0.5,1,0.5,1,0.5,1,0.5,0.5,"0.5,4,0.5,0.5,0.25,1,2,0,1,1,0.5,1,0.5,1,0.5,1,0.5,0.5",grass,steel,489,74,94,131,54,116,20,1,110,90,5
599,Klink,"Plus, Minus, Clear Body",0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5,"0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5",steel,,300,40,55,70,45,60,30,0.3,21,130,5
600,Klang,"Plus, Minus, Clear Body",0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5,"0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5",steel,,440,60,80,95,70,85,50,0.6,51,60,5
601,Klinklang,"Plus, Minus, Clear Body",0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5,"0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5",steel,,520,60,100,115,70,85,90,0.6,81,30,5
602,Tynamo,Levitate,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,"1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1",electric,,275,35,55,40,45,40,60,0.2,0.3,190,5
603,Eelektrik,Levitate,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,"1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1",electric,,405,65,85,70,75,70,40,1.2,22,60,5
604,Eelektross,Levitate,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,"1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1",electric,,515,85,115,80,105,80,50,2.1,80.5,30,5
605,Elgyem,"Telepathy, Synchronize, Analytic",1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,"1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1",psychic,,335,55,55,55,85,55,30,0.5,9,255,5
606,Beheeyem,"Telepathy, Synchronize, Analytic",1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,"1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1",psychic,,485,75,75,75,125,95,40,1,34.5,90,5
607,Litwick,"Flash Fire, Flame Body, Infiltrator",0,0.5,2,1,0.5,0.5,0,0.5,2,1,1,0.25,2,2,1,2,0.5,0.5,"0,0.5,2,1,0.5,0.5,0,0.5,2,1,1,0.25,2,2,1,2,0.5,0.5",ghost,fire,275,50,30,55,65,55,20,0.3,3.1,190,5
608,Lampent,"Flash Fire, Flame Body, Infiltrator",0,0.5,2,1,0.5,0.5,0,0.5,2,1,1,0.25,2,2,1,2,0.5,0.5,"0,0.5,2,1,0.5,0.5,0,0.5,2,1,1,0.25,2,2,1,2,0.5,0.5",ghost,fire,370,60,40,60,95,60,55,0.6,13,90,5
609,Chandelure,"Flash Fire, Flame Body, Infiltrator",0,0.5,2,1,0.5,0.5,0,0.5,2,1,1,0.25,2,2,1,2,0.5,0.5,"0,0.5,2,1,0.5,0.5,0,0.5,2,1,1,0.25,2,2,1,2,0.5,0.5",ghost,fire,520,60,55,90,145,90,80,1,34.3,45,5
610,Axew,"Rivalry, Mold Breaker, Unnerve",1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2,"1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2",dragon,,320,46,87,60,30,40,57,0.6,18,75,5
611,Fraxure,"Rivalry, Mold Breaker, Unnerve",1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2,"1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2",dragon,,410,66,117,70,40,50,67,1,36,60,5
612,Haxorus,"Rivalry, Mold Breaker, Unnerve",1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2,"1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2",dragon,,540,76,147,90,60,70,97,1.8,105.5,45,5
613,Cubchoo,"Snow Cloak, Slush Rush, Rattled",1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1,"1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1",ice,,305,55,70,40,60,40,40,0.5,8.5,120,5
614,Beartic,"Snow Cloak, Slush Rush, Swift Swim",1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1,"1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1",ice,,505,95,130,80,70,80,50,2.6,260,60,5
615,Cryogonal,Levitate,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1,"1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1",ice,,515,80,50,50,95,135,105,1.1,148,25,5
616,Shelmet,"Hydration, Shell Armor, Overcoat",1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1,"1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1",bug,,305,50,40,85,40,65,25,0.4,7.7,200,5
617,Accelgor,"Hydration, Sticky Hold, Unburden",1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1,"1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1",bug,,495,80,70,40,100,60,145,0.8,25.3,75,5
618,Stunfisk,"Static, Limber, Sand Veil",1,1,2,0,2,2,1,0.5,2,0.5,1,1,0.5,1,1,1,0.5,1,"1,1,2,0,2,2,1,0.5,2,0.5,1,1,0.5,1,1,1,0.5,1",ground,electric,471,109,66,84,81,99,32,0.7,11,75,5
618,Stunfisk,Mimicry,0.5,2,2,0,1,1,2,0,2,0.5,0.5,0.5,0.25,1,0.5,1,0.5,0.5,"0.5,2,2,0,1,1,2,0,2,0.5,0.5,0.5,0.25,1,0.5,1,0.5,0.5",ground,steel,471,109,81,99,66,84,32,0.7,20.5,75,8
619,Mienfoo,"Inner Focus, Regenerator, Reckless",1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,"1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2",fighting,,350,45,85,50,55,50,65,0.9,20,180,5
620,Mienshao,"Inner Focus, Regenerator, Reckless",1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,"1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2",fighting,,510,65,125,60,95,60,105,1.4,35.5,45,5
621,Druddigon,"Rough Skin, Sheer Force, Mold Breaker",1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2,"1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2",dragon,,485,77,120,90,60,90,48,1.6,139,45,5
622,Golett,"Iron Fist, Klutz, No Guard",0,1,2,0,2,2,0,0.25,1,1,1,0.5,0.5,2,1,2,1,1,"0,1,2,0,2,2,0,0.25,1,1,1,0.5,0.5,2,1,2,1,1",ground,ghost,303,59,74,50,35,50,35,1,92,190,5
623,Golurk,"Iron Fist, Klutz, No Guard",0,1,2,0,2,2,0,0.25,1,1,1,0.5,0.5,2,1,2,1,1,"0,1,2,0,2,2,0,0.25,1,1,1,0.5,0.5,2,1,2,1,1",ground,ghost,483,89,124,80,55,80,55,2.8,330,90,5
624,Pawniard,"Defiant, Inner Focus, Pressure",0.5,2,1,1,0.5,0.5,4,0,2,0.5,0,1,0.5,0.5,0.5,0.5,0.5,1,"0.5,2,1,1,0.5,0.5,4,0,2,0.5,0,1,0.5,0.5,0.5,0.5,0.5,1",dark,steel,340,45,85,70,40,40,60,0.5,10.2,120,5
625,Bisharp,"Defiant, Inner Focus, Pressure",0.5,2,1,1,0.5,0.5,4,0,2,0.5,0,1,0.5,0.5,0.5,0.5,0.5,1,"0.5,2,1,1,0.5,0.5,4,0,2,0.5,0,1,0.5,0.5,0.5,0.5,0.5,1",dark,steel,490,65,125,100,60,70,70,1.6,70,45,5
626,Bouffalant,"Reckless, Sap Sipper, Soundproof",1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,"1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1",normal,,490,95,110,95,40,95,55,1.6,94.6,45,5
627,Rufflet,"Keen Eye, Sheer Force, Hustle",1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1,"1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1",normal,flying,350,70,83,50,37,50,60,0.5,10.5,190,5
628,Braviary,"Keen Eye, Sheer Force, Defiant",1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1,"1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1",normal,flying,510,100,123,75,57,75,80,1.5,41,60,5
628,Hisuian Braviart,"Keen Eye, Sheer Force, Tinted Lens ",1,1,1,2,0.5,2,0.25,1,0,1,0.5,1,2,2,1,2,1,1,"1,1,1,2,0.5,2,0.25,1,0,1,0.5,1,2,2,1,2,1,1",psychic,flying,510,110,83,70,112,70,65,1.7,43.4,60,8
629,Vullaby,"Big Pecks, Overcoat, Weak Armor",1,1,1,2,0.5,2,1,1,0,1,0,1,2,0.5,1,0.5,1,2,"1,1,1,2,0.5,2,1,1,0,1,0,1,2,0.5,1,0.5,1,2",dark,flying,370,70,55,75,45,65,60,0.5,9,190,5
630,Mandibuzz,"Big Pecks, Overcoat, Weak Armor",1,1,1,2,0.5,2,1,1,0,1,0,1,2,0.5,1,0.5,1,2,"1,1,1,2,0.5,2,1,1,0,1,0,1,2,0.5,1,0.5,1,2",dark,flying,510,110,65,105,55,95,80,1.2,39.5,60,5
631,Heatmor,"Gluttony, Flash Fire, White Smoke",1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,"1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5",fire,,484,85,97,66,105,66,65,1.4,58,90,5
632,Durant,"Swarm, Hustle, Truant",0.5,4,1,1,0.25,0.5,1,0,1,1,0.5,0.5,1,1,0.5,1,0.5,0.5,"0.5,4,1,1,0.25,0.5,1,0,1,1,0.5,0.5,1,1,0.5,1,0.5,0.5",bug,steel,484,58,109,112,48,48,109,0.3,33,90,5
633,Deino,Hustle,1,0.5,0.5,0.5,0.5,2,2,1,1,1,0,2,1,0.5,2,0.5,1,4,"1,0.5,0.5,0.5,0.5,2,2,1,1,1,0,2,1,0.5,2,0.5,1,4",dark,dragon,300,52,65,50,45,50,38,0.8,17.3,45,5
634,Zweilous,Hustle,1,0.5,0.5,0.5,0.5,2,2,1,1,1,0,2,1,0.5,2,0.5,1,4,"1,0.5,0.5,0.5,0.5,2,2,1,1,1,0,2,1,0.5,2,0.5,1,4",dark,dragon,420,72,85,70,65,70,58,1.4,50,45,5
635,Hydreigon,Levitate,1,0.5,0.5,0.5,0.5,2,2,1,1,1,0,2,1,0.5,2,0.5,1,4,"1,0.5,0.5,0.5,0.5,2,2,1,1,1,0,2,1,0.5,2,0.5,1,4",dark,dragon,600,92,105,90,125,90,98,1.8,160,45,5
636,Larvesta,"Flame Body, Swarm",1,1,2,1,0.25,0.5,0.5,1,1,2,1,0.5,4,1,1,1,0.5,0.5,"1,1,2,1,0.25,0.5,0.5,1,1,2,1,0.5,4,1,1,1,0.5,0.5",bug,fire,360,55,85,55,50,55,60,1.1,28.8,45,5
637,Volcarona,"Flame Body, Swarm",1,1,2,1,0.25,0.5,0.5,1,1,2,1,0.5,4,1,1,1,0.5,0.5,"1,1,2,1,0.25,0.5,0.5,1,1,2,1,0.5,4,1,1,1,0.5,0.5",bug,fire,550,85,60,65,135,105,100,1.6,46,15,5
638,Cobalion,Justified,0.5,2,1,1,0.5,0.5,2,0,2,1,1,0.25,0.25,1,0.5,0.5,0.5,1,"0.5,2,1,1,0.5,0.5,2,0,2,1,1,0.25,0.25,1,0.5,0.5,0.5,1",steel,fighting,580,91,90,129,90,72,108,2.1,250,3,5
639,Terrakion,Justified,0.5,0.5,2,1,2,1,2,0.5,2,1,2,0.5,0.5,1,1,0.5,2,2,"0.5,0.5,2,1,2,1,2,0.5,2,1,2,0.5,0.5,1,1,0.5,2,2",rock,fighting,580,91,129,90,72,90,108,1.9,260,3,5
640,Virizion,Justified,1,2,0.5,0.5,0.5,2,1,2,0.5,4,2,1,0.5,1,1,0.5,1,2,"1,2,0.5,0.5,0.5,2,1,2,0.5,4,2,1,0.5,1,1,0.5,1,2",grass,fighting,580,91,90,72,90,129,108,2,200,3,5
641,Tornadus Incarnate Forme,"Prankster, Defiant, Regenerator",1,1,1,2,0.5,2,0.5,1,0,1,1,0.5,2,1,1,1,1,1,"1,1,1,2,0.5,2,0.5,1,0,1,1,0.5,2,1,1,1,1,1",flying,,580,79,115,70,125,80,111,1.5,63,3,5
641,Tornadus Therian Forme,Regenerator,1,1,1,2,0.5,2,0.5,1,0,1,1,0.5,2,1,1,1,1,1,"1,1,1,2,0.5,2,0.5,1,0,1,1,0.5,2,1,1,1,1,1",flying,,580,79,100,80,110,90,121,1.4,63,3,5
642,Thundurus,"Prankster, Defiant",1,1,1,1,0.5,2,0.5,1,0,0.5,1,0.5,2,1,1,1,0.5,1,"1,1,1,1,0.5,2,0.5,1,0,0.5,1,0.5,2,1,1,1,0.5,1",electric,flying,580,79,115,70,125,80,111,1.5,61,3,5
642,Thundurus,Volt Absorb,1,1,1,0,0.5,2,0.5,1,0,0.5,1,0.5,2,1,1,1,0.5,1,"1,1,1,0,0.5,2,0.5,1,0,0.5,1,0.5,2,1,1,1,0.5,1",electric,flying,580,79,105,70,145,80,101,3,61,3,5
643,Reshiram,Turboblaze,1,0.25,1,0.5,0.25,1,1,1,2,1,1,0.5,2,1,2,1,0.5,1,"1,0.25,1,0.5,0.25,1,1,1,2,1,1,0.5,2,1,2,1,0.5,1",dragon,fire,680,100,120,100,150,120,90,3.2,330,3,5
644,Zekrom,Teravolt,1,0.5,0.5,0.25,0.5,2,1,1,2,0.5,1,1,1,1,2,1,0.5,2,"1,0.5,0.5,0.25,0.5,2,1,1,2,0.5,1,1,1,1,2,1,0.5,2",dragon,electric,680,100,150,120,120,100,90,2.9,345,3,5
645,Landorus Incarnate Forme,"Sand Force, Sheer Force",1,1,2,0,1,4,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,"1,1,2,0,1,4,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1",ground,flying,600,89,125,90,115,80,101,1.5,68,3,5
645,Landorus Therian Forme,Intimidate,1,1,2,0,1,4,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,"1,1,2,0,1,4,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1",ground,flying,600,89,145,90,105,80,91,1.3,68,3,5
646,Kyurem,Pressure,1,1,0.5,0.5,0.5,1,2,1,1,1,1,1,2,1,2,1,2,2,"1,1,0.5,0.5,0.5,1,2,1,1,1,1,1,2,1,2,1,2,2",dragon,ice,660,125,130,90,130,90,95,3,325,3,5
646,White Kyurem,Turboblaze,1,1,0.5,0.5,0.5,1,2,1,1,1,1,1,2,1,2,1,2,2,"1,1,0.5,0.5,0.5,1,2,1,1,1,1,1,2,1,2,1,2,2",dragon,ice,700,125,120,90,170,100,95,3.6,325,3,5
646,Black Kyurem,Teravolt,1,1,0.5,0.5,0.5,1,2,1,1,1,1,1,2,1,2,1,2,2,"1,1,0.5,0.5,0.5,1,2,1,1,1,1,1,2,1,2,1,2,2",dragon,ice,700,125,170,100,120,90,95,3.3,325,3,5
647,Keldeo Ordinary Form,Justified,1,0.5,0.5,2,2,0.5,1,1,1,2,2,0.5,0.5,1,1,0.5,0.5,2,"1,0.5,0.5,2,2,0.5,1,1,1,2,2,0.5,0.5,1,1,0.5,0.5,2",water,fighting,580,91,72,90,129,90,108,1.4,48.5,3,5
647,Keldeo Resolute Form,Justified,1,0.5,0.5,2,2,0.5,1,1,1,2,2,0.5,0.5,1,1,0.5,0.5,2,"1,0.5,0.5,2,2,0.5,1,1,1,2,2,0.5,0.5,1,1,0.5,0.5,2",water,fighting,580,91,72,90,129,90,108,1.4,48.5,3,5
648,Meloetta Aria Forme,Serene Grace,1,1,1,1,1,1,1,1,1,1,0.5,2,1,0,1,2,1,1,"1,1,1,1,1,1,1,1,1,1,0.5,2,1,0,1,2,1,1",normal,psychic,600,100,77,77,128,128,90,0.6,6.5,3,5
648,Meloetta Pirouette Forme,Serene Grace,1,1,1,1,1,1,2,1,1,2,2,0.5,0.5,0,1,0.5,1,2,"1,1,1,1,1,1,2,1,1,2,2,0.5,0.5,0,1,0.5,1,2",normal,fighting,600,100,128,90,77,77,128,0.6,6.5,3,5
649,Genesect,Download,0.5,4,1,1,0.25,0.5,1,0,1,1,0.5,0.5,1,1,0.5,1,0.5,0.5,"0.5,4,1,1,0.25,0.5,1,0,1,1,0.5,0.5,1,1,0.5,1,0.5,0.5",bug,steel,600,71,120,95,120,95,99,1.5,82.5,3,5
650,Chespin,"Overgrow, Bulletproof",1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,"1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1",grass,,313,56,61,65,48,45,38,0.4,9,45,6
651,Quilladin,"Overgrow, Bulletproof",1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,"1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1",grass,,405,61,78,95,56,58,57,0.7,29,45,6
652,Chesnaught,"Overgrow, Bulletproof",1,2,0.5,0.5,0.5,2,1,2,0.5,4,2,1,0.5,1,1,0.5,1,2,"1,2,0.5,0.5,0.5,2,1,2,0.5,4,2,1,0.5,1,1,0.5,1,2",grass,fighting,530,88,107,122,74,75,64,1.6,90,45,6
653,Fennekin,"Blaze, Magician",1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,"1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5",fire,,307,40,45,40,62,60,60,0.4,9.4,45,6
654,Braixen,"Blaze, Magician",1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,"1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5",fire,,409,59,59,58,90,70,73,1,14.5,45,6
655,Delphox,"Blaze, Magician",1,0.5,2,1,0.5,0.5,0.5,1,2,1,0.5,1,2,2,1,2,0.5,0.5,"1,0.5,2,1,0.5,0.5,0.5,1,2,1,0.5,1,2,2,1,2,0.5,0.5",fire,psychic,534,75,69,72,114,100,104,1.5,39,45,6
656,Froakie,"Torrent, Protean",1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,"1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1",water,,314,41,56,40,62,44,71,0.3,7,45,6
657,Frogadier,"Torrent, Protean",1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,"1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1",water,,405,54,63,52,83,56,97,0.6,10.9,45,6
658,Greninja,"Torrent, Protean, Battle Bond",1,0.5,0.5,2,2,0.5,2,1,1,1,0,2,1,0.5,1,0.5,0.5,2,"1,0.5,0.5,2,2,0.5,2,1,1,1,0,2,1,0.5,1,0.5,0.5,2",water,dark,530,72,95,67,103,71,122,1.5,40,45,6
658,Ash-Greninja,Battle Bond,1,0.5,0.5,2,2,0.5,2,1,1,1,0,2,1,0.5,1,0.5,0.5,2,"1,0.5,0.5,2,2,0.5,2,1,1,1,0,2,1,0.5,1,0.5,0.5,2",water,dark,640,72,145,67,153,71,132,1.5,40,45,7
659,Bunnelby,"Pickup, Cheek Pouch, Huge Power",1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,"1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1",normal,,237,38,36,38,32,36,57,0.4,5,255,6
660,Diggersby,"Pickup, Cheek Pouch, Huge Power",1,1,2,0,2,2,2,0.5,1,1,1,1,0.5,0,1,1,1,1,"1,1,2,0,2,2,2,0.5,1,1,1,1,0.5,0,1,1,1,1",normal,ground,423,85,56,77,50,77,78,1,42.4,127,6
661,Fletchling,"Big Pecks, Gale Wings",1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1,"1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1",normal,flying,278,45,50,43,40,38,62,0.3,1.7,255,6
662,Fletchinder,"Flame Body, Gale Wings",1,0.5,2,2,0.25,1,0.5,1,0,1,1,0.25,4,1,1,1,0.5,0.5,"1,0.5,2,2,0.25,1,0.5,1,0,1,1,0.25,4,1,1,1,0.5,0.5",fire,flying,382,62,73,55,56,52,84,0.7,16,120,6
663,Talonflame,"Flame Body, Gale Wings",1,0.5,2,2,0.25,1,0.5,1,0,1,1,0.25,4,1,1,1,0.5,0.5,"1,0.5,2,2,0.25,1,0.5,1,0,1,1,0.25,4,1,1,1,0.5,0.5",fire,flying,499,78,81,71,74,69,126,1.2,24.5,45,6
664,Scatterbug,"Shield Dust, Compoundeyes, Friend Guard",1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1,"1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1",bug,,200,38,35,40,27,25,35,0.3,2.5,255,6
